*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Jan  8 06:02:04 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Jan-08 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Feb-07 00:00:00.0000 UT      
Step-size       : 5 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 301.500100,-34.333200,1.059E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 301.500100,5272.50139,-3577.028 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.220106.p220401                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-JAN-06. PREDICTS-> 2022-MAR-31
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),
 2022-Jan-29 16:45,*,m, 330.519531,    71.436040,
 2022-Jan-29 16:50,*,m, 327.224908,    70.901494,
 2022-Jan-29 16:55,*,m, 324.099648,    70.318339,
 2022-Jan-29 17:00,*,m, 321.141994,    69.690815,
 2022-Jan-29 17:05,*,m, 318.347523,    69.022959,
 2022-Jan-29 17:10,*,m, 315.709880,    68.318557,
 2022-Jan-29 17:15,*,m, 313.221408,    67.581119,
 2022-Jan-29 17:20,*,m, 310.873670,    66.813863,
 2022-Jan-29 17:25,*,m, 308.657856,    66.019722,
 2022-Jan-29 17:30,*,m, 306.565090,    65.201352,
 2022-Jan-29 17:35,*,m, 304.586654,    64.361149,
 2022-Jan-29 17:40,*,m, 302.714141,    63.501267,
 2022-Jan-29 17:45,*,m, 300.939553,    62.623644,
 2022-Jan-29 17:50,*,m, 299.255357,    61.730014,
 2022-Jan-29 17:55,*,m, 297.654517,    60.821934,
 2022-Jan-29 18:00,*,m, 296.130497,    59.900800,
 2022-Jan-29 18:05,*,m, 294.677252,    58.967864,
 2022-Jan-29 18:10,*,m, 293.289208,    58.024252,
 2022-Jan-29 18:15,*,m, 291.961240,    57.070976,
 2022-Jan-29 18:20,*,m, 290.688641,    56.108947,
 2022-Jan-29 18:25,*,m, 289.467093,    55.138989,
 2022-Jan-29 18:30,*,m, 288.292635,    54.161845,
 2022-Jan-29 18:35,*,m, 287.161637,    53.178189,
 2022-Jan-29 18:40,*,m, 286.070768,    52.188634,
 2022-Jan-29 18:45,*,m, 285.016975,    51.193736,
 2022-Jan-29 18:50,*,m, 283.997452,    50.194004,
 2022-Jan-29 18:55,*,m, 283.009622,    49.189904,
 2022-Jan-29 19:00,*,m, 282.051114,    48.181861,
 2022-Jan-29 19:05,*,m, 281.119744,    47.170268,
 2022-Jan-29 19:10,*,m, 280.213500,    46.155486,
 2022-Jan-29 19:15,*,m, 279.330522,    45.137850,
 2022-Jan-29 19:20,*,m, 278.469092,    44.117669,
 2022-Jan-29 19:25,*,m, 277.627619,    43.095232,
 2022-Jan-29 19:30,*,m, 276.804627,    42.070807,
 2022-Jan-29 19:35,*,m, 275.998746,    41.044646,
 2022-Jan-29 19:40,*,m, 275.208699,    40.016984,
 2022-Jan-29 19:45,*,m, 274.433298,    38.988044,
 2022-Jan-29 19:50,*,m, 273.671434,    37.958034,
 2022-Jan-29 19:55,*,m, 272.922068,    36.927155,
 2022-Jan-29 20:00,*,m, 272.184229,    35.895593,
 2022-Jan-29 20:05,*,m, 271.457003,    34.863529,
 2022-Jan-29 20:10,*,m, 270.739533,    33.831135,
 2022-Jan-29 20:15,*,m, 270.031009,    32.798575,
 2022-Jan-29 20:20,*,m, 269.330667,    31.766009,
 2022-Jan-29 20:25,*,m, 268.637787,    30.733589,
 2022-Jan-29 20:30,*,m, 267.951682,    29.701464,
 2022-Jan-29 20:35,*,m, 267.271702,    28.669779,
 2022-Jan-29 20:40,*,m, 266.597230,    27.638674,
 2022-Jan-29 20:45,*,m, 265.927673,    26.608287,
 2022-Jan-29 20:50,*,m, 265.262467,    25.578752,
 2022-Jan-29 20:55,*,m, 264.601073,    24.550204,
 2022-Jan-29 21:00,*,m, 263.942970,    23.522772,
 2022-Jan-29 21:05,*,m, 263.287659,    22.496588,
 2022-Jan-29 21:10,*, , 262.634659,    21.471779,
 2022-Jan-29 21:15,*, , 261.983505,    20.448475,
 2022-Jan-29 21:20,*, , 261.333745,    19.426803,
 2022-Jan-29 21:25,*, , 260.684941,    18.406891,
 2022-Jan-29 21:30,*, , 260.036668,    17.388869,
 2022-Jan-29 21:35,*, , 259.388510,    16.372865,
 2022-Jan-29 21:40,*, , 258.740063,    15.359009,
 2022-Jan-29 21:45,*, , 258.090927,    14.347432,
 2022-Jan-29 21:50,*, , 257.440714,    13.338269,
 2022-Jan-29 21:55,*, , 256.789040,    12.331652,
 2022-Jan-29 22:00,*, , 256.135527,    11.327719,
 2022-Jan-29 22:05,*, , 255.479801,    10.326609,
 2022-Jan-29 22:10,*, , 254.821494,     9.328463,
 2022-Jan-29 22:15,*, , 254.160240,     8.333426,
 2022-Jan-29 22:20,*, , 253.495675,     7.341645,
 2022-Jan-29 22:25,*, , 252.827438,     6.353271,
 2022-Jan-29 22:30,*, , 252.155169,     5.368459,
 2022-Jan-29 22:35,*, , 251.478509,     4.387365,
 2022-Jan-29 22:40,*, , 250.797100,     3.410153,
 2022-Jan-29 22:45,*, , 250.110581,     2.436990,
 2022-Jan-29 22:50,*, , 249.418594,     1.468047,
 2022-Jan-29 22:55,*, , 248.720778,     0.503500,
 2022-Jan-29 23:00,*, , 248.016770,    -0.456469,
 2022-Jan-29 23:05,C,s, 247.306208,    -1.411674,
 2022-Jan-29 23:10,C, , 246.588724,    -2.361920,
 2022-Jan-29 23:15,C, , 245.863951,    -3.307011,
 2022-Jan-29 23:20,C, , 245.131518,    -4.246739,
 2022-Jan-29 23:25,C, , 244.391051,    -5.180893,
 2022-Jan-29 23:30,N, , 243.642173,    -6.109255,
 2022-Jan-29 23:35,N, , 242.884505,    -7.031597,
 2022-Jan-29 23:40,N, , 242.117665,    -7.947687,
 2022-Jan-29 23:45,N, , 241.341266,    -8.857281,
 2022-Jan-29 23:50,N, , 240.554919,    -9.760132,
 2022-Jan-29 23:55,N, , 239.758234,   -10.655978,
 2022-Jan-30 00:00,N, , 238.950816,   -11.544555,
 2022-Jan-30 00:05,A, , 238.132268,   -12.425583,
 2022-Jan-30 00:10,A, , 237.302191,   -13.298779,
 2022-Jan-30 00:15,A, , 236.460185,   -14.163845,
 2022-Jan-30 00:20,A, , 235.605847,   -15.020476,
 2022-Jan-30 00:25,A, , 234.738776,   -15.868356,
 2022-Jan-30 00:30,A, , 233.858569,   -16.707157,
 2022-Jan-30 00:35,A, , 232.964825,   -17.536542,
 2022-Jan-30 00:40, , , 232.057146,   -18.356161,
 2022-Jan-30 00:45, , , 231.135134,   -19.165654,
 2022-Jan-30 00:50, , , 230.198398,   -19.964650,
 2022-Jan-30 00:55, , , 229.246552,   -20.752765,
 2022-Jan-30 01:00, , , 228.279217,   -21.529602,
 2022-Jan-30 01:05, , , 227.296021,   -22.294756,
 2022-Jan-30 01:10, , , 226.296607,   -23.047806,
 2022-Jan-30 01:15, , , 225.280627,   -23.788323,
 2022-Jan-30 01:20, , , 224.247748,   -24.515863,
 2022-Jan-30 01:25, , , 223.197658,   -25.229971,
 2022-Jan-30 01:30, , , 222.130060,   -25.930183,
 2022-Jan-30 01:35, , , 221.044683,   -26.616022,
 2022-Jan-30 01:40, , , 219.941281,   -27.287001,
 2022-Jan-30 01:45, , , 218.819635,   -27.942622,
 2022-Jan-30 01:50, , , 217.679560,   -28.582380,
 2022-Jan-30 01:55, , , 216.520904,   -29.205761,
 2022-Jan-30 02:00, , , 215.343556,   -29.812240,
 2022-Jan-30 02:05, , , 214.147445,   -30.401291,
 2022-Jan-30 02:10, , , 212.932548,   -30.972378,
 2022-Jan-30 02:15, , , 211.698890,   -31.524963,
 2022-Jan-30 02:20, , , 210.446549,   -32.058505,
 2022-Jan-30 02:25, , , 209.175660,   -32.572462,
 2022-Jan-30 02:30, , , 207.886417,   -33.066294,
 2022-Jan-30 02:35, , , 206.579078,   -33.539463,
 2022-Jan-30 02:40, , , 205.253967,   -33.991434,
 2022-Jan-30 02:45, , , 203.911476,   -34.421683,
 2022-Jan-30 02:50, , , 202.552068,   -34.829691,
 2022-Jan-30 02:55, , , 201.176277,   -35.214955,
 2022-Jan-30 03:00, , , 199.784711,   -35.576983,
 2022-Jan-30 03:05, , , 198.378053,   -35.915302,
 2022-Jan-30 03:10, , , 196.957058,   -36.229458,
 2022-Jan-30 03:15, , , 195.522556,   -36.519019,
 2022-Jan-30 03:20, , , 194.075444,   -36.783577,
 2022-Jan-30 03:25, , , 192.616693,   -37.022753,
 2022-Jan-30 03:30, , , 191.147335,   -37.236198,
 2022-Jan-30 03:35, , , 189.668464,   -37.423594,
 2022-Jan-30 03:40, , , 188.181231,   -37.584657,
 2022-Jan-30 03:45, , , 186.686837,   -37.719142,
 2022-Jan-30 03:50, , , 185.186527,   -37.826841,
 2022-Jan-30 03:55, , , 183.681582,   -37.907585,
 2022-Jan-30 04:00, , , 182.173313,   -37.961247,
 2022-Jan-30 04:05, , , 180.663053,   -37.987743,
 2022-Jan-30 04:10, , , 179.152146,   -37.987030,
 2022-Jan-30 04:15, , , 177.641940,   -37.959110,
 2022-Jan-30 04:20, , , 176.133780,   -37.904026,
 2022-Jan-30 04:25, , , 174.628997,   -37.821867,
 2022-Jan-30 04:30, , , 173.128901,   -37.712761,
 2022-Jan-30 04:35, , , 171.634771,   -37.576879,
 2022-Jan-30 04:40, , , 170.147850,   -37.414430,
 2022-Jan-30 04:45, , , 168.669336,   -37.225664,
 2022-Jan-30 04:50, , , 167.200377,   -37.010864,
 2022-Jan-30 04:55, , , 165.742064,   -36.770351,
 2022-Jan-30 05:00, , , 164.295428,   -36.504475,
 2022-Jan-30 05:05, , , 162.861432,   -36.213618,
 2022-Jan-30 05:10, , , 161.440973,   -35.898189,
 2022-Jan-30 05:15, , , 160.034874,   -35.558620,
 2022-Jan-30 05:20, , , 158.643889,   -35.195367,
 2022-Jan-30 05:25, , , 157.268694,   -34.808904,
 2022-Jan-30 05:30, , , 155.909895,   -34.399723,
 2022-Jan-30 05:35, , , 154.568021,   -33.968330,
 2022-Jan-30 05:40, , , 153.243533,   -33.515242,
 2022-Jan-30 05:45, , , 151.936817,   -33.040986,
 2022-Jan-30 05:50, , , 150.648193,   -32.546095,
 2022-Jan-30 05:55, , , 149.377917,   -32.031108,
 2022-Jan-30 06:00, , , 148.126178,   -31.496566,
 2022-Jan-30 06:05, , , 146.893109,   -30.943010,
 2022-Jan-30 06:10, , , 145.678785,   -30.370982,
 2022-Jan-30 06:15, , , 144.483227,   -29.781020,
 2022-Jan-30 06:20, , , 143.306409,   -29.173657,
 2022-Jan-30 06:25, , , 142.148259,   -28.549424,
 2022-Jan-30 06:30, , , 141.008662,   -27.908840,
 2022-Jan-30 06:35, , , 139.887464,   -27.252422,
 2022-Jan-30 06:40, , , 138.784478,   -26.580675,
 2022-Jan-30 06:45, , , 137.699484,   -25.894095,
 2022-Jan-30 06:50, , , 136.632233,   -25.193170,
 2022-Jan-30 06:55, , , 135.582451,   -24.478374,
 2022-Jan-30 07:00, ,m, 134.549844,   -23.750173,
 2022-Jan-30 07:05, ,m, 133.534093,   -23.009022,
 2022-Jan-30 07:10, ,m, 132.534868,   -22.255362,
 2022-Jan-30 07:15, ,m, 131.551818,   -21.489623,
 2022-Jan-30 07:20, ,m, 130.584584,   -20.712224,
 2022-Jan-30 07:25, ,m, 129.632795,   -19.923573,
 2022-Jan-30 07:30, ,m, 128.696069,   -19.124064,
 2022-Jan-30 07:35, ,m, 127.774021,   -18.314080,
 2022-Jan-30 07:40,A,m, 126.866257,   -17.493992,
 2022-Jan-30 07:45,A,m, 125.972380,   -16.664161,
 2022-Jan-30 07:50,A,m, 125.091991,   -15.824936,
 2022-Jan-30 07:55,A,m, 124.224687,   -14.976653,
 2022-Jan-30 08:00,A,m, 123.370065,   -14.119640,
 2022-Jan-30 08:05,A,m, 122.527722,   -13.254211,
 2022-Jan-30 08:10,A,m, 121.697257,   -12.380674,
 2022-Jan-30 08:15,N,m, 120.878266,   -11.499324,
 2022-Jan-30 08:20,N,m, 120.070352,   -10.610446,
 2022-Jan-30 08:25,N,m, 119.273115,    -9.714317,
 2022-Jan-30 08:30,N,m, 118.486162,    -8.811203,
 2022-Jan-30 08:35,N,m, 117.709099,    -7.901364,
 2022-Jan-30 08:40,N,m, 116.941536,    -6.985050,
 2022-Jan-30 08:45,N,m, 116.183088,    -6.062501,
 2022-Jan-30 08:50,C,m, 115.433370,    -5.133952,
 2022-Jan-30 08:55,C,m, 114.692003,    -4.199629,
 2022-Jan-30 09:00,C,m, 113.958607,    -3.259750,
 2022-Jan-30 09:05,C,m, 113.232808,    -2.314529,
 2022-Jan-30 09:10,C,m, 112.514235,    -1.364169,
 2022-Jan-30 09:15,*,r, 111.802517,    -0.408871,
 2022-Jan-30 09:20,*,m, 111.097287,     0.551173,
 2022-Jan-30 09:25,*,m, 110.398180,     1.515776,
 2022-Jan-30 09:30,*,m, 109.704832,     2.484756,
 2022-Jan-30 09:35,*,m, 109.016881,     3.457935,
 2022-Jan-30 09:40,*,m, 108.333965,     4.435144,
 2022-Jan-30 09:45,*,m, 107.655723,     5.416214,
 2022-Jan-30 09:50,*,m, 106.981795,     6.400983,
 2022-Jan-30 09:55,*,m, 106.311819,     7.389292,
 2022-Jan-30 10:00,*,m, 105.645433,     8.380986,
 2022-Jan-30 10:05,*,m, 104.982274,     9.375915,
 2022-Jan-30 10:10,*,m, 104.321974,    10.373929,
 2022-Jan-30 10:15,*,m, 103.664166,    11.374885,
 2022-Jan-30 10:20,*,m, 103.008478,    12.378639,
 2022-Jan-30 10:25,*,m, 102.354533,    13.385053,
 2022-Jan-30 10:30,*,m, 101.701951,    14.393989,
 2022-Jan-30 10:35,*,m, 101.050343,    15.405310,
 2022-Jan-30 10:40,*,m, 100.399317,    16.418884,
 2022-Jan-30 10:45,*,m,  99.748471,    17.434578,
 2022-Jan-30 10:50,*,m,  99.097395,    18.452261,
 2022-Jan-30 10:55,*,m,  98.445670,    19.471802,
 2022-Jan-30 11:00,*,m,  97.792864,    20.493071,
 2022-Jan-30 11:05,*,m,  97.138536,    21.515940,
 2022-Jan-30 11:10,*,m,  96.482229,    22.540278,
 2022-Jan-30 11:15,*,m,  95.823472,    23.565956,
 2022-Jan-30 11:20,*,m,  95.161777,    24.592843,
 2022-Jan-30 11:25,*,m,  94.496639,    25.620806,
 2022-Jan-30 11:30,*,m,  93.827532,    26.649714,
 2022-Jan-30 11:35,*,m,  93.153908,    27.679431,
 2022-Jan-30 11:40,*,m,  92.475194,    28.709819,
 2022-Jan-30 11:45,*,m,  91.790793,    29.740738,
 2022-Jan-30 11:50,*,m,  91.100077,    30.772045,
 2022-Jan-30 11:55,*,m,  90.402387,    31.803593,
 2022-Jan-30 12:00,*,m,  89.697027,    32.835230,
 2022-Jan-30 12:05,*,m,  88.983266,    33.866800,
 2022-Jan-30 12:10,*,m,  88.260328,    34.898140,
 2022-Jan-30 12:15,*,m,  87.527394,    35.929081,
 2022-Jan-30 12:20,*,m,  86.783593,    36.959448,
 2022-Jan-30 12:25,*,m,  86.027999,    37.989056,
 2022-Jan-30 12:30,*,m,  85.259626,    39.017712,
 2022-Jan-30 12:35,*,m,  84.477421,    40.045212,
 2022-Jan-30 12:40,*,m,  83.680259,    41.071341,
 2022-Jan-30 12:45,*,m,  82.866936,    42.095871,
 2022-Jan-30 12:50,*,m,  82.036158,    43.118560,
 2022-Jan-30 12:55,*,m,  81.186536,    44.139148,
 2022-Jan-30 13:00,*,m,  80.316575,    45.157360,
 2022-Jan-30 13:05,*,m,  79.424665,    46.172899,
 2022-Jan-30 13:10,*,m,  78.509065,    47.185445,
 2022-Jan-30 13:15,*,m,  77.567896,    48.194655,
 2022-Jan-30 13:20,*,m,  76.599121,    49.200156,
 2022-Jan-30 13:25,*,m,  75.600535,    50.201543,
 2022-Jan-30 13:30,*,m,  74.569743,    51.198379,
 2022-Jan-30 13:35,*,m,  73.504146,    52.190184,
 2022-Jan-30 13:40,*,m,  72.400915,    53.176434,
 2022-Jan-30 13:45,*,m,  71.256974,    54.156556,
 2022-Jan-30 13:50,*,m,  70.068975,    55.129919,
 2022-Jan-30 13:55,*,m,  68.833270,    56.095830,
 2022-Jan-30 14:00,*,m,  67.545888,    57.053525,
 2022-Jan-30 14:05,*,m,  66.202502,    58.002158,
 2022-Jan-30 14:10,*,m,  64.798409,    58.940793,
 2022-Jan-30 14:15,*,m,  63.328495,    59.868391,
 2022-Jan-30 14:20,*,m,  61.787215,    60.783801,
 2022-Jan-30 14:25,*,m,  60.168569,    61.685740,
 2022-Jan-30 14:30,*,m,  58.466091,    62.572781,
 2022-Jan-30 14:35,*,m,  56.672843,    63.443337,
 2022-Jan-30 14:40,*,m,  54.781433,    64.295639,
 2022-Jan-30 14:45,*,m,  52.784048,    65.127722,
 2022-Jan-30 14:50,*,m,  50.672522,    65.937398,
 2022-Jan-30 14:55,*,m,  48.438449,    66.722246,
 2022-Jan-30 15:00,*,m,  46.073345,    67.479587,
 2022-Jan-30 15:05,*,m,  43.568885,    68.206474,
 2022-Jan-30 15:10,*,m,  40.917216,    68.899686,
 2022-Jan-30 15:15,*,m,  38.111373,    69.555724,
 2022-Jan-30 15:20,*,m,  35.145791,    70.170831,
 2022-Jan-30 15:25,*,m,  32.016926,    70.741023,
 2022-Jan-30 15:30,*,m,  28.723952,    71.262141,
 2022-Jan-30 15:35,*,m,  25.269502,    71.729931,
 2022-Jan-30 15:40,*,m,  21.660390,    72.140156,
 2022-Jan-30 15:45,*,m,  17.908198,    72.488728,
 2022-Jan-30 15:50,*,m,  14.029645,    72.771869,
 2022-Jan-30 15:55,*,m,  10.046585,    72.986283,
 2022-Jan-30 16:00,*,m,   5.985572,    73.129328,
 2022-Jan-30 16:05,*,m,   1.876938,    73.199166,
 2022-Jan-30 16:10,*,t, 357.753444,    73.194875,
 2022-Jan-30 16:15,*,m, 353.648626,    73.116510,
 2022-Jan-30 16:20,*,m, 349.595045,    72.965101,
 2022-Jan-30 16:25,*,m, 345.622666,    72.742581,
 2022-Jan-30 16:30,*,m, 341.757544,    72.451674,
 2022-Jan-30 16:35,*,m, 338.020963,    72.095739,
 2022-Jan-30 16:40,*,m, 334.429046,    71.678595,
 2022-Jan-30 16:45,*,m, 330.992811,    71.204354,
 2022-Jan-30 16:50,*,m, 327.718562,    70.677262,
 2022-Jan-30 16:55,*,m, 324.608500,    70.101564,
 2022-Jan-30 17:00,*,m, 321.661453,    69.481402,
 2022-Jan-30 17:05,*,m, 318.873613,    68.820736,
 2022-Jan-30 17:10,*,m, 316.239225,    68.123296,
 2022-Jan-30 17:15,*,m, 313.751200,    67.392546,
 2022-Jan-30 17:20,*,m, 311.401612,    66.631678,
 2022-Jan-30 17:25,*,m, 309.182103,    65.843606,
 2022-Jan-30 17:30,*,m, 307.084189,    65.030979,
 2022-Jan-30 17:35,*,m, 305.099482,    64.196190,
 2022-Jan-30 17:40,*,m, 303.219855,    63.341400,
 2022-Jan-30 17:45,*,m, 301.437537,    62.468551,
 2022-Jan-30 17:50,*,m, 299.745187,    61.579390,
 2022-Jan-30 17:55,*,m, 298.135922,    60.675485,
 2022-Jan-30 18:00,*,m, 296.603329,    59.758244,
 2022-Jan-30 18:05,*,m, 295.141460,    58.828935,
 2022-Jan-30 18:10,*,m, 293.744821,    57.888695,
 2022-Jan-30 18:15,*,m, 292.408346,    56.938552,
 2022-Jan-30 18:20,*,m, 291.127376,    55.979428,
 2022-Jan-30 18:25,*,m, 289.897626,    55.012161,
 2022-Jan-30 18:30,*,m, 288.715164,    54.037506,
 2022-Jan-30 18:35,*,m, 287.576378,    53.056148,
 2022-Jan-30 18:40,*,m, 286.477951,    52.068711,
 2022-Jan-30 18:45,*,m, 285.416836,    51.075762,
 2022-Jan-30 18:50,*,m, 284.390234,    50.077819,
 2022-Jan-30 18:55,*,m, 283.395567,    49.075356,
 2022-Jan-30 19:00,*,m, 282.430465,    48.068808,
 2022-Jan-30 19:05,*,m, 281.492743,    47.058575,
 2022-Jan-30 19:10,*,m, 280.580382,    46.045025,
 2022-Jan-30 19:15,*,m, 279.691519,    45.028499,
 2022-Jan-30 19:20,*,m, 278.824430,    44.009314,
 2022-Jan-30 19:25,*,m, 277.977519,    42.987764,
 2022-Jan-30 19:30,*,m, 277.149301,    41.964121,
 2022-Jan-30 19:35,*,m, 276.338401,    40.938644,
 2022-Jan-30 19:40,*,m, 275.543536,    39.911571,
 2022-Jan-30 19:45,*,m, 274.763510,    38.883130,
 2022-Jan-30 19:50,*,m, 273.997207,    37.853534,
 2022-Jan-30 19:55,*,m, 273.243582,    36.822984,
 2022-Jan-30 20:00,*,m, 272.501657,    35.791674,
 2022-Jan-30 20:05,*,m, 271.770512,    34.759785,
 2022-Jan-30 20:10,*,m, 271.049283,    33.727493,
 2022-Jan-30 20:15,*,m, 270.337155,    32.694964,
 2022-Jan-30 20:20,*,m, 269.633358,    31.662361,
 2022-Jan-30 20:25,*,m, 268.937164,    30.629839,
 2022-Jan-30 20:30,*,m, 268.247884,    29.597548,
 2022-Jan-30 20:35,*,m, 267.564861,    28.565634,
 2022-Jan-30 20:40,*,m, 266.887472,    27.534241,
 2022-Jan-30 20:45,*,m, 266.215121,    26.503507,
 2022-Jan-30 20:50,*,m, 265.547240,    25.473569,
 2022-Jan-30 20:55,*,m, 264.883282,    24.444562,
 2022-Jan-30 21:00,*,m, 264.222725,    23.416618,
 2022-Jan-30 21:05,*,m, 263.565064,    22.389867,
 2022-Jan-30 21:10,*,m, 262.909815,    21.364440,
 2022-Jan-30 21:15,*,m, 262.256507,    20.340467,
 2022-Jan-30 21:20,*,m, 261.604687,    19.318076,
 2022-Jan-30 21:25,*,m, 260.953913,    18.297396,
 2022-Jan-30 21:30,*,m, 260.303755,    17.278557,
 2022-Jan-30 21:35,*,m, 259.653795,    16.261687,
 2022-Jan-30 21:40,*,m, 259.003624,    15.246919,
 2022-Jan-30 21:45,*,m, 258.352842,    14.234383,
 2022-Jan-30 21:50,*,m, 257.701054,    13.224213,
 2022-Jan-30 21:55,*,m, 257.047875,    12.216544,
 2022-Jan-30 22:00,*,m, 256.392924,    11.211514,
 2022-Jan-30 22:05,*,m, 255.735824,    10.209261,
 2022-Jan-30 22:10,*,m, 255.076204,     9.209926,
 2022-Jan-30 22:15,*, , 254.413694,     8.213656,
 2022-Jan-30 22:20,*, , 253.747929,     7.220596,
 2022-Jan-30 22:25,*, , 253.078544,     6.230899,
 2022-Jan-30 22:30,*, , 252.405177,     5.244718,
 2022-Jan-30 22:35,*, , 251.727466,     4.262212,
 2022-Jan-30 22:40,*, , 251.045048,     3.283544,
 2022-Jan-30 22:45,*, , 250.357563,     2.308879,
 2022-Jan-30 22:50,*, , 249.664647,     1.338389,
 2022-Jan-30 22:55,*, , 248.965938,     0.372251,
 2022-Jan-30 23:00,*, , 248.261069,    -0.589354,
 2022-Jan-30 23:05,C,s, 247.549674,    -1.546239,
 2022-Jan-30 23:10,C, , 246.831385,    -2.498211,
 2022-Jan-30 23:15,C, , 246.105828,    -3.445071,
 2022-Jan-30 23:20,C, , 245.372631,    -4.386614,
 2022-Jan-30 23:25,C, , 244.631416,    -5.322629,
 2022-Jan-30 23:30,N, , 243.881803,    -6.252896,
 2022-Jan-30 23:35,N, , 243.123408,    -7.177189,
 2022-Jan-30 23:40,N, , 242.355846,    -8.095274,
 2022-Jan-30 23:45,N, , 241.578726,    -9.006909,
 2022-Jan-30 23:50,N, , 240.791656,    -9.911845,
 2022-Jan-30 23:55,N, , 239.994240,   -10.809822,
 2022-Jan-31 00:00,N, , 239.186078,   -11.700574,
 2022-Jan-31 00:05,A, , 238.366770,   -12.583823,
 2022-Jan-31 00:10,A, , 237.535911,   -13.459283,
 2022-Jan-31 00:15,A, , 236.693096,   -14.326658,
 2022-Jan-31 00:20,A, , 235.837918,   -15.185642,
 2022-Jan-31 00:25,A, , 234.969968,   -16.035917,
 2022-Jan-31 00:30,A, , 234.088839,   -16.877156,
 2022-Jan-31 00:35,A, , 233.194123,   -17.709021,
 2022-Jan-31 00:40, , , 232.285414,   -18.531162,
 2022-Jan-31 00:45, , , 231.362311,   -19.343217,
 2022-Jan-31 00:50, , , 230.424413,   -20.144813,
 2022-Jan-31 00:55, , , 229.471328,   -20.935566,
 2022-Jan-31 01:00, , , 228.502669,   -21.715079,
 2022-Jan-31 01:05, , , 227.518057,   -22.482942,
 2022-Jan-31 01:10, , , 226.517126,   -23.238736,
 2022-Jan-31 01:15, , , 225.499520,   -23.982027,
 2022-Jan-31 01:20, , , 224.464899,   -24.712369,
 2022-Jan-31 01:25, , , 223.412939,   -25.429308,
 2022-Jan-31 01:30, , , 222.343337,   -26.132373,
 2022-Jan-31 01:35, , , 221.255813,   -26.821086,
 2022-Jan-31 01:40, , , 220.150110,   -27.494957,
 2022-Jan-31 01:45, , , 219.026002,   -28.153485,
 2022-Jan-31 01:50, , , 217.883294,   -28.796160,
 2022-Jan-31 01:55, , , 216.721825,   -29.422464,
 2022-Jan-31 02:00, , , 215.541476,   -30.031869,
 2022-Jan-31 02:05, , , 214.342167,   -30.623842,
 2022-Jan-31 02:10, , , 213.123866,   -31.197844,
